year,countryCount,std,p1,p10,p25,mean,p75,p90,p99,AFG,Africa,ALB,DZA,ASM,Americas,AND,AGO,AIA,ATG,ARG,ARM,ABW,Asia,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,OWID_CIS,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,Europe,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,Latin America and the Caribbean,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NCL,NZL,NIC,NER,NGA,NIU,PRK,Northern America,MNP,NOR,Oceania,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,REU,ROU,RUS,RWA,Saint Barthlemy,SHN,KNA,LCA,MAF,SPM,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VUT,VAT,VEN,VNM,WLF,ESH,OWID_WRL,YEM,ZMB,ZWE
1988,243,9.369312125773437,43.988565523928365,53.77012738323583,59.466669155706086,65.78158552847738,72.09650190124867,77.79304367371893,87.57460553302639,48.93,52.054,71.843,66.097,70.912,70.40128342,76.221,45.317,73.946,71.004,71.186,68.332,73.378,63.61,76.37,75.078,65.021,69.496,71.962,56.958,74.372,71.118,75.383,71.437,52.372,74.726,51.372,54.881,74.374,71.461,60.651,65.553,73.128,69.691,71.358,49.545,48.244,52.999,53.611,76.944,64.015,74.37,49.624,46.772,75.004,72.872,68.954,69.436,55.605,55.119,67.8,75.243,53.357,71.916,74.607,74.47,76.231,71.503,48.502,74.77,56.271,74.186,65.822,67.943,63.662,62.044,47.981,48.841,69.946,46.194,72.763,75.634,75.354,65.365,74.92,76.249,71.268,68.156,60.633,51.518,70.407,75.072,55.717,74.453,75.905,64.037,69.024,72.991,71.45,61.214,48.399,46.481,63.046,53.628,65.679,77.035,69.314,77.713,56.963,61.512,60.516,64.246,74.363,75.347,76.063,76.472,72.601,78.605,69.311,67.296,58.422,58.783,71.805,66.094,52.497,67.338,69.874,69.689,60.0,46.399,67.775,75.656,71.208,74.617,76.68,70.7,50.176,45.957,70.358,59.823,44.838,76.172,61.991,74.051,59.065,68.859,71.352,70.062,63.38,67.44,76.808,59.655,74.395,72.588,63.535,44.541,56.144,61.044,56.715,52.712,76.787,70.05,74.7,62.803,42.53,45.99,68.033,69.177,75.165,69.895,76.4,71.26,65.975,59.493,64.54,67.198,72.506,55.855,68.157,64.949,65.534,70.723,74.132,74.403,75.349,71.937,69.542,68.709,43.361,73.008,74.291,67.903,70.54,72.762,75.67,70.283,65.883,79.012,58.608,68.116,56.283,71.214,70.794,39.439,75.176,74.337,70.997,72.721,64.114,45.912,62.619,70.592,42.149,76.946,69.209,55.182,67.233,61.572,77.265,77.258,69.831,73.48,59.335,50.561,69.745,46.791,55.592,74.061,68.641,67.816,67.574,63.266,62.796,70.222,61.046,47.145,70.265,71.361,75.264,74.983,73.714,72.201,66.495,63.986,65.683,70.312,69.943,72.411,56.425,63.785,56.331,51.173,60.136
1989,243,9.414071210201167,44.095787219886894,53.92407756333691,59.64783285913922,65.99291685481481,72.33800085049039,78.06175614629271,87.89004648974273,49.64,52.092,71.86,66.554,70.958,70.65779572,76.357,45.324,74.303,71.267,71.384,68.038,73.425,63.938,76.646,75.348,64.935,69.854,72.178,57.571,74.534,70.95,75.628,71.386,53.132,74.886,52.122,55.486,74.407,71.184,60.016,65.947,73.474,69.935,71.326,49.505,48.08,53.302,53.536,77.123,64.349,74.77,49.397,46.91,75.192,73.198,69.054,69.591,56.154,54.917,68.162,75.456,53.35,72.116,74.615,74.519,76.394,71.686,48.787,74.85,56.488,74.193,66.201,68.431,64.143,63.05,48.36,49.192,69.712,46.667,72.808,75.674,75.575,65.391,75.07,76.508,71.605,68.424,60.865,51.892,70.425,75.284,56.271,74.522,76.224,64.25,69.292,73.358,71.687,61.735,49.247,46.783,63.159,53.949,66.229,77.241,69.321,77.898,57.4,61.915,62.272,65.212,74.589,75.558,76.325,76.713,72.903,78.814,69.604,67.113,57.967,59.209,71.985,66.257,52.935,67.702,69.516,69.969,60.003,46.174,68.141,75.886,70.986,74.895,76.99,70.945,50.53,46.038,70.612,60.664,45.323,76.565,62.483,74.423,59.405,69.124,71.749,70.469,63.492,67.605,76.991,59.992,74.526,72.998,64.157,44.887,56.505,61.42,57.013,53.551,76.89,70.377,75.011,63.549,43.014,45.939,68.236,69.611,75.296,69.914,76.55,71.543,66.593,59.799,65.01,67.637,72.747,56.168,68.343,65.56,65.933,70.757,74.327,74.309,75.593,72.319,69.535,68.449,38.439,73.382,74.669,68.2,70.81,73.111,75.829,70.451,66.085,79.211,58.392,68.611,56.818,71.367,70.781,39.009,75.575,74.484,71.101,72.969,64.231,45.634,63.035,71.138,42.825,77.074,69.352,55.334,67.341,61.885,77.445,77.418,70.207,73.706,59.138,50.403,70.071,47.661,55.784,74.42,68.799,67.957,68.176,63.763,62.82,70.429,61.207,46.492,70.114,71.657,75.474,75.107,73.965,72.386,66.512,64.368,66.079,70.491,70.252,73.016,57.037,63.995,56.881,50.282,59.235
1990,243,9.488247438097998,44.11252758692645,54.018257912300754,59.78711235466434,66.18219112794239,72.57726990122043,78.34612434358402,88.25185466895833,50.331,52.083,71.836,66.938,70.996,70.92044409,76.507,45.306,74.716,71.52,71.594,67.879,73.468,64.25,76.933,75.596,64.827,70.199,72.39,58.21,74.704,70.648,75.862,71.242,53.812,75.075,52.878,56.099,74.417,70.877,59.191,66.343,73.818,70.185,71.275,49.454,47.829,53.595,53.362,77.303,64.676,75.167,49.104,47.019,75.41,73.509,69.145,69.75,56.677,54.638,68.533,75.654,53.254,72.315,74.638,74.547,76.554,71.89,49.043,74.941,56.678,74.104,66.574,68.899,64.572,64.0,48.775,49.588,69.402,47.099,72.808,75.766,75.798,65.379,75.254,76.757,71.937,68.704,60.965,52.221,70.386,75.488,56.776,74.608,76.552,64.447,69.598,73.718,71.925,62.261,49.987,47.095,63.287,54.265,66.723,77.455,69.328,78.078,57.865,62.32,63.837,66.011,74.809,75.773,76.582,76.942,73.204,79.004,69.872,66.776,57.406,59.636,72.15,66.337,53.364,68.065,69.053,70.266,59.837,46.046,68.503,76.101,70.682,75.159,77.296,71.152,51.003,46.096,70.865,61.529,45.746,76.912,63.004,74.789,59.688,69.425,72.141,70.866,63.605,67.643,77.162,60.268,74.627,73.367,64.732,45.261,56.849,61.608,57.296,54.404,76.993,70.696,75.36,64.293,43.538,45.9,68.439,69.896,75.44,69.971,76.729,71.835,67.18,60.1,65.493,68.048,72.982,56.492,68.545,66.165,66.366,70.823,74.504,74.185,75.824,72.691,69.535,68.047,33.413,73.749,75.043,68.48,71.074,73.456,76.03,70.58,66.281,79.411,58.247,69.078,57.202,71.5,70.767,38.563,75.936,74.643,71.222,73.202,64.365,45.378,63.307,71.657,43.524,77.215,69.509,55.5,67.436,61.95,77.637,77.568,70.553,73.92,58.824,50.206,70.248,48.492,55.887,74.778,68.935,68.086,68.792,64.256,62.81,70.696,61.35,45.853,69.835,71.939,75.689,75.246,74.214,72.569,66.481,64.721,66.476,70.658,70.551,73.63,57.586,64.18,57.346,49.249,58.1
1991,243,9.575429553431825,44.08304772575461,54.07979617953743,59.90165734802398,66.35549686703703,72.80933638605008,78.63119755453663,88.62794600831946,50.999,52.047,71.803,67.27,71.03,71.18773869,76.668,45.271,75.143,71.765,71.813,67.87,73.509,64.551,77.223,75.83,64.745,70.518,72.598,58.891,74.892,70.227,76.085,70.996,54.366,75.304,53.633,56.721,74.406,70.645,58.232,66.742,74.162,70.439,71.206,49.409,47.522,53.916,53.088,77.48,64.992,75.561,48.728,47.108,75.673,73.808,69.242,69.936,57.168,54.281,68.904,75.844,53.062,72.533,74.696,74.558,76.712,72.122,49.225,75.045,56.831,73.965,66.932,69.347,64.978,64.858,49.229,50.04,69.074,47.504,72.781,75.916,76.017,65.336,75.469,76.997,72.26,69.007,60.944,52.528,70.29,75.692,57.182,74.69,76.87,64.607,69.937,74.073,72.167,62.799,50.593,47.411,63.427,54.58,67.175,77.693,69.358,78.245,58.353,62.727,65.153,66.653,75.013,75.987,76.831,77.162,73.485,79.18,70.113,66.296,56.736,60.053,72.3,66.34,53.799,68.425,68.564,70.584,59.464,46.097,68.85,76.298,70.35,75.41,77.607,71.331,51.595,46.121,71.106,62.413,46.076,77.215,63.557,75.15,59.914,69.721,72.527,71.248,63.715,67.563,77.313,60.486,74.669,73.658,65.251,45.647,57.18,61.531,57.551,55.262,77.098,71.008,75.725,65.011,44.103,45.875,68.645,69.879,75.597,70.111,76.932,72.125,67.739,60.393,65.959,68.433,73.212,56.823,68.753,66.757,66.811,70.93,74.67,74.062,76.041,73.056,69.535,67.561,29.248,74.109,75.413,68.716,71.335,73.803,76.287,70.669,66.47,79.61,58.188,69.522,57.43,71.607,70.752,38.122,76.234,74.803,71.364,73.427,64.527,45.26,63.384,72.147,44.232,77.375,69.62,55.687,67.519,61.7,77.845,77.721,70.871,74.116,58.48,49.978,70.3,49.345,55.872,75.136,69.049,68.201,69.407,64.757,62.784,71.088,61.468,45.252,69.454,72.208,75.903,75.4,74.462,72.757,66.424,65.047,66.872,70.811,70.842,74.262,58.086,64.347,57.73,48.125,56.749
1992,243,9.655758370407849,44.06230241833258,54.142914157038376,60.01361524624635,66.52159638790124,73.02957752955614,78.9002786187641,88.9808903574699,51.641,52.005,71.802,67.575,71.063,71.45792226,76.835,45.23,75.538,72.006,72.032,67.99,73.544,64.846,77.505,76.063,64.731,70.807,72.803,59.618,75.101,69.736,76.299,70.662,54.776,75.578,54.384,57.351,74.378,70.577,57.219,67.141,74.508,70.696,71.125,49.374,47.212,54.228,52.738,77.653,65.298,75.951,48.267,47.187,75.988,74.1,69.355,70.161,57.623,53.867,69.263,76.028,52.779,72.784,74.801,74.556,76.866,72.386,49.311,75.166,56.943,73.828,67.272,69.777,65.392,65.617,49.708,50.545,68.794,47.911,72.754,76.119,76.227,65.278,75.705,77.229,72.573,69.332,60.833,52.834,70.156,75.904,57.462,74.75,77.158,64.725,70.295,74.422,72.42,63.352,51.066,47.726,63.576,54.894,67.605,77.963,69.433,78.392,58.851,63.131,66.243,67.191,75.194,76.195,77.072,77.383,73.727,79.355,70.331,65.718,55.973,60.455,72.435,66.288,54.258,68.783,68.143,70.929,58.868,46.357,69.175,76.48,70.054,75.653,77.926,71.502,52.278,46.108,71.326,63.302,46.305,77.482,64.141,75.505,60.092,69.972,72.906,71.61,63.814,67.408,77.454,60.67,74.634,73.851,65.715,46.033,57.504,61.165,57.773,56.118,77.202,71.313,76.082,65.683,44.703,45.857,68.857,69.492,75.761,70.353,77.146,72.403,68.273,60.68,66.377,68.795,73.439,57.152,68.958,67.33,67.239,71.084,74.835,73.978,76.241,73.414,69.528,67.069,26.691,74.463,75.776,68.896,71.592,74.152,76.596,70.723,66.655,79.808,58.212,69.945,57.529,71.691,70.736,37.717,76.463,74.953,71.528,73.661,64.725,45.361,63.247,72.613,44.932,77.552,69.639,55.899,67.59,61.112,78.063,77.889,71.167,74.294,58.212,49.743,70.281,50.261,55.734,75.493,69.143,68.305,70.001,65.275,62.761,71.636,61.557,44.715,69.028,72.466,76.111,75.562,74.711,72.955,66.368,65.349,67.269,70.951,71.124,74.905,58.561,64.509,58.047,46.987,55.243
1993,243,9.71355263312567,44.09524698205752,54.23619593104071,60.14203593198112,66.68897040670782,73.23590488143452,79.14174488237494,89.28269383135813,52.256,51.978,71.86,67.877,71.097,71.72880883,77.007,45.201,75.869,72.247,72.246,68.218,73.573,65.14,77.772,76.304,64.81,71.061,73.006,60.388,75.332,69.223,76.507,70.268,55.042,75.897,55.131,57.989,74.343,70.725,56.222,67.539,74.853,70.951,71.044,49.36,46.953,54.514,52.343,77.821,65.598,76.338,47.731,47.265,76.351,74.386,69.496,70.433,58.038,53.424,69.601,76.211,52.423,73.074,74.957,74.547,77.017,72.681,49.302,75.303,57.017,73.735,67.591,70.189,65.831,66.273,50.2,51.1,68.617,48.344,72.747,76.366,76.426,65.218,75.954,77.457,72.875,69.678,60.659,53.157,70.003,76.128,57.605,74.779,77.405,64.806,70.659,74.767,72.685,63.921,51.413,48.038,63.73,55.209,68.028,78.27,69.567,78.522,59.349,63.529,67.137,67.668,75.354,76.394,77.305,77.612,73.918,79.536,70.529,65.097,55.151,60.837,72.556,66.206,54.753,69.137,67.862,71.3,58.05,46.832,69.469,76.657,69.844,75.892,78.253,71.68,53.022,46.055,71.519,64.185,46.445,77.725,64.749,75.855,60.231,70.154,73.278,71.953,63.901,67.221,77.599,60.841,74.519,73.934,66.128,46.41,57.823,60.516,57.957,56.964,77.308,71.611,76.414,66.297,45.33,45.845,69.074,68.742,75.929,70.699,77.361,72.661,68.786,60.96,66.731,69.135,73.661,57.473,69.152,67.88,67.628,71.285,75.006,73.959,76.427,73.765,69.517,66.632,26.172,74.811,76.133,69.023,71.843,74.505,76.947,70.748,66.842,80.005,58.318,70.349,57.535,71.756,70.719,37.384,76.625,75.084,71.713,73.913,64.961,45.721,62.894,73.061,45.611,77.745,69.557,56.14,67.647,60.192,78.288,78.079,71.444,74.457,58.104,49.529,70.239,51.267,55.485,75.849,69.223,68.402,70.555,65.815,62.758,72.342,61.617,44.272,68.608,72.715,76.311,75.728,74.963,73.166,66.336,65.633,67.667,71.079,71.399,75.539,59.031,64.676,58.318,45.919,53.653
1994,243,9.743990696230638,44.19927658192556,54.37200286879035,60.296349212098576,66.86379894135803,73.43124867061748,79.35559501392571,89.5283213007905,52.842,51.982,71.992,68.194,71.132,71.99914275,77.188,45.201,76.134,72.489,72.453,68.538,73.598,65.44,78.024,76.557,64.991,71.276,73.209,61.19,75.583,68.723,76.709,69.845,55.174,76.254,55.878,58.631,74.306,71.093,55.284,67.932,75.194,71.207,70.974,49.38,46.786,54.82,51.936,77.986,65.899,76.723,47.143,47.345,76.755,74.671,69.67,70.752,58.407,52.984,69.917,76.394,52.013,73.395,75.164,74.54,77.166,73.001,49.22,75.457,57.056,73.706,67.887,70.587,66.298,66.824,50.694,51.696,68.569,48.81,72.771,76.648,76.614,65.17,76.21,77.681,73.171,70.044,60.439,53.508,69.849,76.368,57.62,74.781,77.609,64.861,71.015,75.108,72.967,64.502,51.64,48.348,63.891,55.523,68.45,78.612,69.763,78.64,59.84,63.919,67.84,68.089,75.499,76.585,77.533,77.852,74.053,79.727,70.712,64.482,54.31,61.198,72.666,66.114,55.285,69.487,67.752,71.699,57.022,47.506,69.732,76.836,69.744,76.131,78.588,71.871,53.808,45.969,71.687,65.059,46.52,77.948,65.368,76.2,60.341,70.268,73.642,72.279,63.978,67.03,77.768,61.015,74.334,73.908,66.501,46.772,58.141,59.609,58.108,57.793,77.416,71.904,76.716,66.849,45.979,45.843,69.296,67.698,76.097,71.14,77.575,72.899,69.283,61.235,67.017,69.455,73.879,57.781,69.335,68.405,67.962,71.533,75.192,74.021,76.599,74.111,69.51,66.279,27.738,75.154,76.479,69.11,72.087,74.863,77.325,70.752,67.037,80.204,58.511,70.733,57.48,71.804,70.708,37.158,76.735,75.195,71.917,74.184,65.237,46.337,62.331,73.494,46.257,77.954,69.403,56.41,67.695,58.958,78.517,78.296,71.708,74.612,58.192,49.365,70.202,52.366,55.147,76.197,69.29,68.496,71.062,66.377,62.786,73.18,61.651,43.961,68.221,72.957,76.504,75.896,75.216,73.388,66.343,65.903,68.062,71.2,71.666,76.137,59.508,64.857,58.566,44.983,52.044
1995,243,9.754272976344899,44.362125861836574,54.54558684914065,60.47618481875835,67.05056480481481,73.62494479087127,79.55554276048898,89.73900374779305,53.398,52.022,72.205,68.54,71.163,72.26824757,77.387,45.246,76.348,72.732,72.651,68.938,73.622,65.748,78.267,76.823,65.256,71.451,73.413,62.002,75.852,68.274,76.907,69.439,55.203,76.637,56.636,59.276,74.277,71.645,54.41,68.318,75.525,71.465,70.932,49.445,46.758,55.189,51.554,78.152,66.224,77.104,46.53,47.426,77.184,74.957,69.885,71.112,58.722,52.583,70.213,76.579,51.569,73.727,75.412,74.537,77.312,73.336,49.111,75.629,57.065,73.749,68.164,70.972,66.779,67.277,51.184,52.316,68.66,49.303,72.827,76.962,76.798,65.15,76.472,77.902,73.47,70.426,60.175,53.889,69.718,76.623,57.528,74.772,77.777,64.916,71.356,75.446,73.267,65.09,51.744,48.658,64.064,55.829,68.871,78.981,70.02,78.762,60.32,64.291,68.377,68.446,75.642,76.77,77.758,78.107,74.133,79.935,70.885,63.937,53.486,61.539,72.764,66.036,55.851,69.833,67.828,72.125,55.782,48.314,69.965,77.031,69.768,76.373,78.925,72.08,54.616,45.846,71.834,65.923,46.573,78.154,65.98,76.541,60.426,70.339,74.0,72.598,64.049,66.867,78.003,61.211,74.099,73.784,66.846,47.123,58.46,58.479,58.236,58.6,77.528,72.19,76.989,67.344,46.641,45.854,69.52,66.537,76.263,71.648,77.783,73.121,69.77,61.505,67.246,69.757,74.092,58.073,69.511,68.903,68.231,71.827,75.397,74.173,76.759,74.452,69.526,66.009,31.037,75.491,76.813,69.198,72.323,75.223,77.706,70.745,67.249,80.408,58.795,71.099,57.404,71.841,70.71,37.083,76.821,75.29,72.137,74.471,65.552,47.151,61.561,73.918,46.855,78.175,69.259,56.709,67.731,57.422,78.743,78.537,71.961,74.772,58.497,49.287,70.191,53.538,54.757,76.531,69.351,68.597,71.517,66.963,62.851,74.079,61.665,43.824,67.896,73.194,76.694,76.062,75.469,73.62,66.396,66.162,68.452,71.321,71.923,76.642,60.0,65.054,58.817,44.242,50.48
1996,243,9.758804581713752,44.552123310505834,54.74031529381499,60.67366847949695,67.25110276757202,73.82853705564709,79.76189024132906,89.95008222463821,53.924,52.095,72.495,68.919,71.183,72.53597252,77.618,45.35,76.543,72.977,72.843,69.404,73.646,66.067,78.508,77.101,65.573,71.589,73.619,62.798,76.131,67.904,77.101,69.1,55.17,77.028,57.418,59.922,74.26,72.307,53.572,68.695,75.842,71.727,70.937,49.557,46.905,55.653,51.238,78.324,66.596,77.479,45.922,47.498,77.616,75.244,70.14,71.497,58.972,52.252,70.495,76.765,51.109,74.041,75.686,74.543,77.456,73.676,49.04,75.82,57.05,73.857,68.425,71.348,67.249,67.651,51.659,52.938,68.883,49.81,72.911,77.299,76.984,65.175,76.735,78.12,73.782,70.815,59.854,54.296,69.635,76.891,57.366,74.772,77.923,65.002,71.673,75.781,73.589,65.678,51.727,48.973,64.255,56.121,69.284,79.365,70.328,78.907,60.783,64.637,68.791,68.731,75.803,76.953,77.981,78.378,74.167,80.162,71.053,63.522,52.709,61.866,72.852,65.997,56.44,70.176,68.076,72.576,54.334,49.163,70.169,77.259,69.909,76.62,79.256,72.309,55.43,45.677,71.972,66.784,46.658,78.348,66.565,76.88,60.493,70.406,74.351,72.925,64.121,66.761,78.352,61.447,73.845,73.582,67.175,47.47,58.78,57.179,58.362,59.383,77.642,72.47,77.244,67.798,47.307,45.88,69.744,65.495,76.425,72.18,77.985,73.333,70.25,61.773,67.439,70.041,74.3,58.344,69.69,69.378,68.431,72.164,75.627,74.414,76.909,74.788,69.587,65.798,35.38,75.824,77.133,69.335,72.547,75.582,78.057,70.736,67.491,80.624,59.172,71.445,57.342,71.869,70.734,37.194,76.922,75.374,72.367,74.767,65.903,48.067,60.595,74.337,47.395,78.405,69.237,57.032,67.753,55.606,78.963,78.796,72.205,74.955,59.003,49.329,70.215,54.737,54.36,76.842,69.41,68.713,71.921,67.57,62.953,74.947,61.661,43.899,67.645,73.428,76.886,76.222,75.718,73.854,66.494,66.414,68.834,71.451,72.168,76.99,60.51,65.269,59.096,43.735,49.009
1997,243,9.7710326685801,44.73647912605142,54.93743723204904,60.87822509454574,67.46390111316873,74.04957713179172,79.99036499428843,90.19132310028604,54.424,52.195,72.838,69.323,71.19,72.8009705,77.886,45.519,76.759,73.222,73.029,69.912,73.671,66.397,78.759,77.386,65.899,71.698,73.826,63.553,76.41,67.623,77.292,68.858,55.133,77.411,58.236,60.566,74.261,72.976,52.749,69.061,76.137,71.994,70.997,49.713,47.226,56.212,51.009,78.505,67.026,77.85,45.353,47.559,78.028,75.53,70.428,71.887,59.16,52.016,70.77,76.948,50.657,74.312,75.964,74.559,77.598,74.007,49.066,76.026,57.022,73.998,68.677,71.716,67.68,67.978,52.112,53.548,69.198,50.32,73.011,77.65,77.18,65.246,76.999,78.338,74.115,71.202,59.479,54.715,69.613,77.166,57.187,74.806,78.067,65.148,71.964,76.111,73.93,66.257,51.616,49.301,64.468,56.393,69.676,79.747,70.669,79.091,61.233,64.954,69.139,68.936,75.997,77.14,78.206,78.662,74.172,80.404,71.219,63.262,52.014,62.188,72.931,66.007,57.04,70.515,68.437,73.046,52.728,49.963,70.352,77.527,70.132,76.872,79.573,72.55,56.239,45.479,72.11,67.644,46.823,78.531,67.108,77.217,60.545,70.51,74.694,73.268,64.202,66.722,78.835,61.73,73.607,73.339,67.508,47.826,59.101,55.806,58.499,60.144,77.762,72.744,77.497,68.234,47.97,45.923,69.965,64.772,76.582,72.686,78.184,73.545,70.726,62.039,67.625,70.309,74.5,58.594,69.88,69.834,68.574,72.535,75.878,74.721,77.052,75.119,69.708,65.608,39.838,76.152,77.438,69.559,72.759,75.937,78.356,70.731,67.764,80.856,59.631,71.766,57.323,71.895,70.783,37.496,77.07,75.458,72.602,75.062,66.278,48.967,59.489,74.756,47.884,78.638,69.419,57.374,67.762,53.595,79.171,79.064,72.439,75.171,59.65,49.503,70.267,55.907,54.001,77.125,69.471,68.85,72.282,68.189,63.084,75.699,61.65,44.19,67.462,73.657,77.086,76.376,75.96,74.086,66.626,66.66,69.204,71.596,72.399,77.151,61.032,65.499,59.415,43.461,47.661
1998,243,9.793856764112515,44.907621865686636,55.132408327420094,61.08707324000051,67.68813269901234,74.28919215802418,80.24385707060459,90.46864353233805,54.906,52.323,73.208,69.745,71.186,73.06324586,78.188,45.763,77.023,73.465,73.213,70.434,73.7,66.735,79.024,77.672,66.207,71.786,74.033,64.25,76.68,67.436,77.481,68.734,55.139,77.773,59.089,61.204,74.284,73.569,51.947,69.419,76.407,72.265,71.114,49.914,47.708,56.862,50.885,78.698,67.512,78.216,44.857,47.61,78.406,75.813,70.737,72.264,59.294,51.899,71.043,77.124,50.242,74.526,76.23,74.587,77.738,74.323,49.233,76.245,56.998,74.147,68.925,72.075,68.051,68.284,52.538,54.137,69.569,50.835,73.12,78.0,77.391,65.36,77.262,78.557,74.471,71.58,59.066,55.133,69.654,77.441,57.045,74.894,78.223,65.372,72.226,76.436,74.283,66.817,51.456,49.642,64.705,56.648,70.041,80.111,71.023,79.319,61.669,65.244,69.471,69.06,76.235,77.334,78.435,78.955,74.164,80.656,71.386,63.17,51.448,62.509,73.004,66.07,57.637,70.851,68.855,73.528,51.034,50.657,70.522,77.839,70.399,77.129,79.872,72.795,57.028,45.285,72.257,68.501,47.103,78.707,67.601,77.55,60.593,70.677,75.031,73.625,64.298,66.752,79.446,62.063,73.416,73.089,67.86,48.194,59.422,54.462,58.651,60.884,77.889,73.01,77.76,68.667,48.627,45.994,70.181,64.493,76.734,73.123,78.384,73.767,71.197,62.303,67.831,70.56,74.694,58.828,70.087,70.274,68.675,72.923,76.15,75.07,77.19,75.444,69.898,65.417,43.686,76.476,77.725,69.889,72.958,76.284,78.588,70.738,68.067,81.1,60.159,72.06,57.376,71.926,70.86,37.98,77.29,75.552,72.837,75.353,66.665,49.754,58.315,75.179,48.333,78.87,69.845,57.73,67.768,51.498,79.367,79.332,72.664,75.426,60.379,49.809,70.348,57.011,53.722,77.379,69.535,69.011,72.608,68.807,63.237,76.28,61.644,44.685,67.339,73.883,77.298,76.524,76.194,74.309,66.782,66.899,69.562,71.756,72.617,77.126,61.559,65.743,59.782,43.413,46.466
1999,243,9.820249648451199,45.08338468177658,55.335725314759635,61.30643710101796,67.92528536407407,74.54413362713018,80.51484541338851,90.76718604637156,55.376,52.487,73.587,70.183,71.179,73.32034347,78.519,46.093,77.344,73.705,73.396,70.944,73.738,67.081,79.302,77.957,66.491,71.858,74.239,64.881,76.933,67.351,77.672,68.734,55.218,78.108,59.974,61.835,74.333,74.05,51.214,69.769,76.647,72.538,71.285,50.168,48.339,57.604,50.878,78.902,68.041,78.58,44.461,47.657,78.742,76.092,71.063,72.619,59.388,51.925,71.318,77.293,49.891,74.683,76.475,74.633,77.875,74.619,49.557,76.475,56.992,74.291,69.175,72.425,68.357,68.581,52.93,54.707,69.979,51.366,73.239,78.333,77.618,65.512,77.523,78.779,74.85,71.946,58.646,55.547,69.756,77.714,56.972,75.048,78.396,65.679,72.455,76.758,74.646,67.351,51.295,49.999,64.964,56.891,70.378,80.451,71.378,79.587,62.093,65.513,69.813,69.108,76.52,77.539,78.671,79.253,74.152,80.914,71.556,63.246,51.059,62.829,73.074,66.185,58.225,71.18,69.297,74.017,49.328,51.234,70.684,78.192,70.688,77.39,80.15,73.038,57.782,45.136,72.418,69.348,47.515,78.88,68.038,77.878,60.643,70.912,75.361,73.988,64.413,66.852,80.162,62.446,73.287,72.856,68.245,48.572,59.744,53.231,58.812,61.6,78.028,73.269,78.036,69.1,49.279,46.103,70.39,64.684,76.883,73.471,78.586,74.0,71.664,62.564,68.066,70.797,74.881,59.049,70.31,70.7,68.744,73.318,76.44,75.445,77.327,75.764,70.155,65.234,46.639,76.795,77.992,70.322,73.144,76.622,78.751,70.762,68.399,81.352,60.742,72.327,57.523,71.971,70.967,38.634,77.59,75.659,73.067,75.638,67.057,50.392,57.144,75.608,48.754,79.1,70.503,58.096,67.781,49.424,79.551,79.597,72.882,75.719,61.161,50.248,70.463,58.037,53.547,77.604,69.601,69.199,72.904,69.417,63.413,76.677,61.656,45.373,67.276,74.106,77.522,76.668,76.417,74.523,66.959,67.134,69.905,71.93,72.824,76.941,62.088,66.001,60.204,43.594,45.461
